return_id,order_item_id,return_date,return_reason
3341,70929,2022-10-14,Damaged
3342,14147,2021-08-09,Wrong Item
3343,40887,2024-12-07,Damaged
3344,107537,2024-02-10,Damaged
3345,69592,2020-10-21,Arrived Late
3346,72236,2021-08-30,Arrived Late
3347,116798,2024-05-22,Damaged
3348,97146,2022-01-24,Wrong Item
3349,30897,2023-03-11,Arrived Late
3350,85131,2020-02-18,Wrong Item
3351,76602,2022-06-04,Changed Mind
3352,10103,2021-01-16,Wrong Item
3353,27124,2021-09-01,Not as Described
3354,69629,2021-07-20,Changed Mind
3355,64438,2024-10-13,Arrived Late
3356,48877,2023-01-31,Wrong Item
3357,7226,2023-07-15,Changed Mind
3358,38619,2024-01-02,Not as Described
3359,111888,2024-11-05,Damaged
3360,18510,2022-10-12,Damaged
3361,15799,2022-07-13,Changed Mind
3362,30419,2021-03-01,Changed Mind
3363,83459,2020-01-26,Arrived Late
3364,48891,2021-05-28,Arrived Late
3365,56078,2024-12-29,Not as Described
3366,70829,2020-03-06,Wrong Item
3367,1473,2024-07-12,Damaged
3368,3661,2023-11-20,Not as Described
3369,70755,2021-04-04,Wrong Item
3370,66732,2024-04-14,Damaged
3371,36262,2020-02-09,Changed Mind
3372,70506,2024-09-01,Wrong Item
3373,56891,2023-04-29,Changed Mind
3374,6360,2023-07-22,Wrong Item
3375,79339,2020-09-07,Arrived Late
3376,6749,2023-06-19,Damaged
3377,113597,2022-02-27,Damaged
3378,116369,2024-08-11,Arrived Late
3379,106723,2022-09-28,Damaged
3380,2443,2020-07-25,Arrived Late
3381,33852,2023-10-23,Wrong Item
3382,43167,2020-12-04,Wrong Item
3383,6236,2024-06-14,Wrong Item
3384,1236,2022-04-23,Wrong Item
3385,31907,2022-02-27,Wrong Item
3386,73424,2023-12-19,Wrong Item
3387,101991,2024-08-25,Changed Mind
3388,66659,2023-10-21,Wrong Item
3389,57721,2024-09-21,Changed Mind
3390,104261,2023-04-07,Arrived Late
3391,20764,2022-10-30,Arrived Late
3392,68145,2024-10-20,Wrong Item
3393,119019,2021-07-25,Not as Described
3394,115856,2022-01-30,Not as Described
3395,67810,2021-08-18,Not as Described
3396,77618,2024-11-21,Wrong Item
3397,7322,2023-03-25,Arrived Late
3398,73408,2023-10-04,Damaged
3399,18120,2024-03-30,Not as Described
3400,45264,2024-01-09,Damaged
3401,72768,2024-02-17,Wrong Item
3402,80672,2023-12-07,Changed Mind
3403,74488,2022-07-05,Changed Mind
3404,4219,2025-01-01,Arrived Late
3405,112709,2024-09-01,Damaged
3406,14957,2023-08-25,Not as Described
3407,77034,2021-11-19,Arrived Late
3408,16564,2024-07-16,Arrived Late
3409,1865,2021-03-09,Damaged
3410,47854,2022-01-14,Damaged
3411,30486,2024-10-11,Not as Described
3412,56858,2020-02-11,Wrong Item
3413,88372,2020-07-28,Damaged
3414,23911,2022-01-10,Damaged
3415,68875,2024-12-22,Not as Described
3416,83864,2022-01-02,Not as Described
3417,85318,2023-07-17,Not as Described
3418,44807,2022-01-21,Arrived Late
3419,76210,2023-08-08,Changed Mind
3420,83426,2021-06-28,Damaged
3421,17096,2023-02-26,Changed Mind
3422,13805,2021-06-04,Damaged
3423,73321,2023-07-17,Damaged
3424,115026,2020-08-06,Wrong Item
3425,48075,2024-10-20,Changed Mind
3426,71458,2021-06-14,Arrived Late
3427,97733,2020-12-11,Arrived Late
3428,100040,2024-05-31,Changed Mind
3429,34432,2021-03-15,Arrived Late
3430,41959,2023-03-12,Arrived Late
3431,119104,2023-02-04,Damaged
3432,19535,2024-04-23,Not as Described
3433,41644,2023-04-04,Wrong Item
3434,109646,2020-11-03,Arrived Late
3435,73359,2021-07-03,Damaged
3436,97425,2024-07-03,Changed Mind
3437,15210,2024-11-15,Wrong Item
3438,44162,2021-12-13,Wrong Item
3439,47538,2023-10-02,Changed Mind
3440,94702,2021-11-30,Wrong Item
3441,108309,2022-03-30,Damaged
3442,56911,2023-04-22,Changed Mind
3443,108264,2021-01-18,Arrived Late
3444,40557,2021-06-16,Arrived Late
3445,53429,2024-06-03,Changed Mind
3446,68154,2024-12-21,Wrong Item
3447,105360,2020-09-19,Damaged
3448,59477,2023-06-14,Wrong Item
3449,32279,2021-10-15,Wrong Item
3450,12259,2020-02-28,Changed Mind
3451,90582,2023-09-21,Damaged
3452,29691,2024-10-30,Not as Described
3453,103886,2021-05-05,Not as Described
3454,51178,2022-01-03,Wrong Item
3455,69182,2021-08-23,Not as Described
3456,52688,2022-09-06,Damaged
3457,111230,2022-06-17,Arrived Late
3458,64471,2020-04-24,Changed Mind
3459,39440,2023-03-09,Changed Mind
3460,116575,2022-12-08,Not as Described
3461,37577,2020-04-09,Changed Mind
3462,64366,2020-05-07,Wrong Item
3463,104383,2021-02-19,Changed Mind
3464,57342,2023-08-02,Changed Mind
3465,35625,2022-11-28,Damaged
3466,48464,2023-05-06,Wrong Item
3467,40776,2022-10-06,Wrong Item
3468,98850,2022-11-20,Changed Mind
3469,106683,2020-03-21,Not as Described
3470,15197,2020-04-14,Arrived Late
3471,63404,2021-10-30,Not as Described
3472,38615,2023-12-15,Not as Described
3473,88996,2023-04-24,Arrived Late
3474,96271,2024-04-06,Not as Described
3475,71571,2020-08-14,Wrong Item
3476,118138,2023-03-04,Not as Described
3477,10971,2023-10-02,Arrived Late
3478,83129,2022-07-16,Not as Described
3479,88841,2022-06-28,Wrong Item
3480,44204,2022-03-09,Arrived Late
3481,26870,2022-07-26,Wrong Item
3482,45470,2022-03-20,Wrong Item
3483,83766,2025-01-05,Wrong Item
3484,40452,2020-03-01,Changed Mind
3485,82960,2020-04-13,Damaged
3486,53838,2022-11-18,Arrived Late
3487,86608,2021-01-17,Changed Mind
3488,38512,2023-05-09,Wrong Item
3489,64193,2020-02-06,Not as Described
3490,14166,2022-04-09,Damaged
3491,74477,2021-06-05,Wrong Item
3492,22250,2023-04-06,Wrong Item
3493,98061,2024-11-02,Arrived Late
3494,66979,2023-03-30,Damaged
3495,49404,2021-05-08,Changed Mind
3496,61561,2021-09-11,Damaged
3497,80329,2020-09-16,Damaged
3498,19311,2022-03-11,Changed Mind
3499,112282,2020-12-04,Not as Described
3500,41631,2020-05-03,Changed Mind
3501,12801,2022-07-23,Changed Mind
3502,115871,2023-03-18,Changed Mind
3503,60035,2022-09-25,Damaged
3504,119767,2024-10-24,Arrived Late
3505,71620,2024-06-16,Wrong Item
3506,45618,2020-03-24,Wrong Item
3507,38376,2021-12-05,Damaged
3508,83979,2021-07-08,Not as Described
3509,114880,2024-10-20,Changed Mind
3510,93535,2022-08-29,Damaged
3511,83083,2023-06-29,Damaged
3512,112008,2023-04-03,Not as Described
3513,64646,2020-08-21,Arrived Late
3514,69955,2021-11-18,Arrived Late
3515,94785,2023-08-01,Not as Described
3516,75471,2021-01-13,Arrived Late
3517,104938,2023-10-14,Damaged
3518,82067,2020-08-04,Damaged
3519,82776,2024-11-07,Wrong Item
3520,49552,2022-08-22,Changed Mind
3521,46749,2021-03-21,Damaged
3522,110127,2023-09-16,Arrived Late
3523,27404,2023-09-19,Damaged
3524,36536,2022-12-28,Changed Mind
3525,83357,2021-09-02,Wrong Item
3526,39970,2024-04-25,Damaged
3527,36069,2022-11-01,Wrong Item
3528,41119,2024-05-30,Arrived Late
3529,104693,2023-09-16,Changed Mind
3530,2725,2022-11-18,Not as Described
3531,50825,2021-05-04,Arrived Late
3532,85870,2022-06-11,Arrived Late
3533,41508,2020-07-26,Wrong Item
3534,22995,2024-03-04,Wrong Item
3535,66323,2023-01-07,Damaged
3536,41319,2020-12-08,Wrong Item
3537,57602,2025-01-12,Damaged
3538,54100,2023-01-15,Arrived Late
3539,115603,2023-04-29,Arrived Late
3540,83151,2024-07-16,Wrong Item
3541,64474,2023-04-18,Arrived Late
3542,61316,2024-04-05,Changed Mind
3543,118209,2023-11-30,Damaged
3544,87532,2022-07-27,Arrived Late
3545,96883,2021-09-17,Damaged
3546,54191,2022-05-01,Damaged
3547,113834,2020-08-23,Damaged
3548,38433,2021-12-06,Arrived Late
3549,117110,2021-11-19,Wrong Item
3550,64151,2021-03-27,Wrong Item
3551,39806,2020-10-24,Changed Mind
3552,52208,2020-03-08,Arrived Late
3553,53747,2020-04-13,Wrong Item
3554,115543,2023-01-30,Wrong Item
3555,105583,2024-04-16,Wrong Item
3556,7696,2020-07-01,Not as Described
3557,42747,2022-02-06,Damaged
3558,115807,2021-06-15,Arrived Late
3559,58747,2021-04-05,Not as Described
3560,66668,2024-11-26,Damaged
3561,4405,2023-06-12,Arrived Late
3562,33853,2021-07-13,Damaged
3563,92929,2022-06-28,Not as Described
3564,29508,2022-08-30,Changed Mind
3565,108430,2023-09-19,Not as Described
3566,15751,2023-06-15,Not as Described
3567,23870,2024-12-13,Changed Mind
3568,45845,2020-08-19,Not as Described
3569,43654,2022-04-17,Changed Mind
3570,1541,2022-01-21,Arrived Late
3571,86482,2021-01-14,Changed Mind
3572,12580,2021-02-10,Changed Mind
3573,101536,2024-01-30,Not as Described
3574,77033,2021-10-26,Wrong Item
3575,59084,2023-04-22,Wrong Item
3576,76229,2023-10-13,Wrong Item
3577,9106,2023-02-09,Changed Mind
3578,103604,2023-07-12,Changed Mind
3579,59620,2021-11-09,Not as Described
3580,15178,2021-06-27,Changed Mind
3581,116778,2021-06-20,Wrong Item
3582,38909,2020-11-25,Arrived Late
3583,14791,2020-10-04,Damaged
3584,90526,2022-10-03,Damaged
3585,26031,2020-02-22,Changed Mind
3586,104983,2022-07-20,Wrong Item
3587,115620,2023-10-28,Damaged
3588,31207,2024-10-21,Not as Described
3589,59458,2022-01-23,Arrived Late
3590,8684,2023-07-12,Damaged
3591,30785,2024-07-16,Wrong Item
3592,99105,2022-10-03,Not as Described
3593,115227,2021-12-23,Changed Mind
3594,77884,2024-03-02,Changed Mind
3595,31618,2024-02-15,Arrived Late
3596,9198,2024-07-09,Arrived Late
3597,12025,2020-12-09,Not as Described
3598,67682,2021-03-04,Arrived Late
3599,19222,2024-01-09,Not as Described
3600,30231,2020-12-07,Arrived Late
3601,21957,2023-04-27,Arrived Late
3602,68802,2020-08-08,Wrong Item
3603,96109,2024-12-11,Changed Mind
3604,36472,2022-11-27,Changed Mind
3605,57462,2024-06-08,Wrong Item
3606,35712,2022-08-15,Arrived Late
3607,44445,2022-04-18,Changed Mind
3608,119420,2021-05-03,Changed Mind
3609,13283,2023-03-29,Damaged
3610,92478,2021-09-10,Changed Mind
3611,67653,2024-05-05,Arrived Late
3612,8159,2020-01-19,Arrived Late
3613,99853,2022-02-02,Damaged
3614,93133,2024-04-11,Arrived Late
3615,7032,2021-01-14,Not as Described
3616,21338,2024-06-16,Wrong Item
3617,33091,2023-03-24,Not as Described
3618,102725,2023-08-17,Arrived Late
3619,4197,2020-08-09,Arrived Late
3620,48148,2020-07-25,Damaged
3621,98315,2021-11-30,Damaged
3622,56256,2023-08-05,Not as Described
3623,37537,2023-09-11,Not as Described
3624,8778,2021-09-12,Not as Described
3625,71856,2021-02-04,Not as Described
3626,71553,2020-10-24,Changed Mind
3627,38626,2020-08-05,Wrong Item
3628,7272,2023-11-13,Changed Mind
3629,54486,2021-07-13,Damaged
3630,101323,2023-04-05,Not as Described
3631,100412,2021-08-31,Arrived Late
3632,49675,2024-07-08,Arrived Late
3633,102528,2024-09-19,Changed Mind
3634,67454,2024-12-07,Wrong Item
3635,38613,2023-12-24,Arrived Late
3636,76585,2020-01-23,Damaged
3637,15833,2023-04-25,Damaged
3638,102366,2020-04-28,Wrong Item
3639,104589,2022-07-04,Arrived Late
3640,73889,2024-07-30,Damaged
3641,3288,2024-07-17,Wrong Item
3642,68914,2021-11-05,Not as Described
3643,58225,2024-07-14,Not as Described
3644,67178,2022-09-06,Arrived Late
3645,67147,2020-11-07,Changed Mind
3646,16687,2023-01-18,Damaged
3647,92442,2024-06-20,Wrong Item
3648,2541,2020-03-31,Arrived Late
3649,36507,2023-10-29,Damaged
3650,42459,2022-12-13,Not as Described
3651,76390,2021-05-06,Damaged
3652,65097,2020-08-09,Not as Described
3653,21211,2022-12-19,Wrong Item
3654,81578,2024-11-04,Not as Described
3655,71306,2022-09-13,Damaged
3656,65555,2024-01-28,Arrived Late
3657,16421,2021-10-08,Changed Mind
3658,92848,2023-05-16,Changed Mind
3659,77562,2024-09-11,Not as Described
3660,52731,2021-09-09,Wrong Item
3661,88635,2022-03-06,Arrived Late
3662,58305,2022-10-07,Changed Mind
3663,50333,2024-06-17,Arrived Late
3664,63627,2022-08-17,Arrived Late
3665,27169,2024-12-19,Changed Mind
3666,110743,2024-09-03,Damaged
3667,53820,2020-06-18,Arrived Late
3668,84137,2022-08-18,Changed Mind
3669,18397,2022-10-29,Changed Mind
3670,70630,2021-11-30,Not as Described
3671,105440,2022-11-22,Not as Described
3672,110498,2023-12-07,Changed Mind
3673,2969,2022-10-16,Not as Described
3674,27540,2023-05-17,Not as Described
3675,108581,2020-02-25,Wrong Item
3676,17365,2023-08-11,Wrong Item
3677,52967,2023-04-06,Damaged
3678,28905,2022-11-25,Damaged
3679,14890,2020-07-16,Arrived Late
3680,24618,2024-10-20,Not as Described
3681,53069,2024-02-02,Not as Described
3682,16963,2023-09-25,Not as Described
3683,27894,2023-06-03,Changed Mind
3684,95596,2020-12-31,Arrived Late
3685,5710,2023-07-21,Wrong Item
3686,14170,2024-04-24,Arrived Late
3687,21589,2020-08-11,Changed Mind
3688,21758,2022-11-16,Damaged
3689,69349,2020-10-09,Arrived Late
3690,61675,2024-07-31,Damaged
3691,84305,2024-09-18,Arrived Late
3692,110390,2022-03-09,Not as Described
3693,16625,2022-07-06,Arrived Late
3694,49913,2024-11-23,Arrived Late
3695,4144,2024-10-11,Changed Mind
3696,7169,2024-10-22,Arrived Late
3697,22197,2020-02-09,Wrong Item
3698,13180,2024-05-25,Arrived Late
3699,44417,2022-10-29,Damaged
3700,34424,2022-10-27,Damaged
3701,96771,2020-01-20,Not as Described
3702,5465,2020-03-19,Wrong Item
3703,36763,2021-09-26,Wrong Item
3704,92875,2023-04-13,Not as Described
3705,87003,2021-04-08,Arrived Late
3706,10011,2022-10-04,Changed Mind
3707,100165,2024-10-11,Arrived Late
3708,46320,2021-02-18,Not as Described
3709,103739,2022-12-27,Arrived Late
3710,61978,2020-06-20,Arrived Late
3711,65696,2024-06-30,Arrived Late
3712,94968,2022-09-27,Not as Described
3713,47486,2023-12-17,Arrived Late
3714,63730,2023-05-07,Not as Described
3715,19411,2020-09-01,Not as Described
3716,91419,2022-08-19,Arrived Late
3717,68512,2020-08-11,Arrived Late
3718,32537,2023-10-02,Arrived Late
3719,46753,2024-08-28,Not as Described
3720,58491,2021-05-11,Damaged
3721,110146,2020-02-24,Arrived Late
3722,67304,2020-12-13,Damaged
3723,53396,2020-12-12,Wrong Item
3724,39247,2023-03-08,Damaged
3725,104191,2023-08-27,Damaged
3726,11270,2021-05-24,Damaged
3727,112486,2024-08-29,Not as Described
3728,5375,2022-06-13,Arrived Late
3729,109513,2022-11-27,Changed Mind
3730,83404,2021-03-09,Damaged
3731,74486,2020-07-29,Wrong Item
3732,78794,2023-02-10,Damaged
3733,55411,2021-10-30,Damaged
3734,101205,2020-02-21,Damaged
3735,30371,2020-08-12,Wrong Item
3736,56855,2020-02-14,Arrived Late
3737,4149,2024-01-02,Arrived Late
3738,57510,2020-03-21,Arrived Late
3739,108174,2023-11-28,Changed Mind
3740,115825,2023-12-13,Changed Mind
3741,65171,2022-08-31,Damaged
3742,36577,2021-07-29,Wrong Item
3743,81692,2022-11-02,Arrived Late
3744,55106,2021-03-30,Damaged
3745,108019,2023-03-06,Wrong Item
3746,26883,2024-06-04,Damaged
3747,33952,2022-02-02,Not as Described
3748,92083,2024-06-25,Not as Described
3749,43034,2020-04-23,Wrong Item
3750,78831,2021-05-04,Damaged
3751,79249,2020-05-08,Changed Mind
3752,85132,2024-10-03,Changed Mind
3753,44063,2020-12-12,Not as Described
3754,50245,2023-08-20,Damaged
3755,84497,2022-05-01,Arrived Late
3756,95577,2020-08-06,Changed Mind
3757,11046,2020-08-11,Not as Described
3758,44908,2023-08-05,Wrong Item
3759,51510,2021-10-15,Not as Described
3760,71760,2022-07-26,Not as Described
3761,62217,2022-01-24,Not as Described
3762,16368,2020-06-10,Arrived Late
3763,108051,2023-10-01,Changed Mind
3764,49185,2023-04-11,Not as Described
3765,115943,2024-12-25,Not as Described
3766,109297,2021-03-23,Changed Mind
3767,87393,2020-02-26,Damaged
3768,20082,2023-07-27,Not as Described
3769,65434,2021-01-05,Changed Mind
3770,3956,2024-03-09,Changed Mind
3771,60257,2023-04-17,Wrong Item
3772,111811,2022-07-11,Not as Described
3773,49291,2023-05-01,Wrong Item
3774,108633,2020-11-17,Damaged
3775,106449,2024-11-08,Wrong Item
3776,99570,2022-02-24,Damaged
3777,19162,2021-06-18,Damaged
3778,112207,2023-01-07,Changed Mind
3779,74468,2024-08-12,Arrived Late
3780,118595,2022-07-22,Not as Described
3781,86583,2024-09-27,Wrong Item
3782,15341,2021-11-01,Damaged
3783,36216,2022-02-28,Damaged
3784,39704,2021-07-13,Wrong Item
3785,34660,2022-05-05,Wrong Item
3786,65277,2021-08-29,Damaged
3787,107544,2024-02-12,Wrong Item
3788,61816,2021-04-03,Wrong Item
3789,17724,2020-01-31,Arrived Late
3790,24606,2022-10-14,Arrived Late
3791,70382,2024-08-23,Not as Described
3792,104258,2022-09-23,Arrived Late
3793,31166,2024-04-13,Arrived Late
3794,113750,2020-11-17,Damaged
3795,75836,2020-04-29,Wrong Item
3796,37763,2024-09-09,Changed Mind
3797,79928,2021-04-16,Not as Described
3798,115218,2020-03-31,Arrived Late
3799,6453,2021-12-24,Arrived Late
3800,109636,2021-06-22,Arrived Late
3801,27584,2020-07-21,Arrived Late
3802,25858,2023-12-23,Wrong Item
3803,39988,2022-03-06,Wrong Item
3804,77951,2024-02-24,Arrived Late
3805,40154,2020-02-03,Damaged
3806,79297,2024-12-30,Not as Described
3807,74015,2020-12-26,Arrived Late
3808,46445,2020-08-01,Not as Described
3809,53963,2024-07-31,Arrived Late
3810,104109,2022-04-16,Damaged
3811,95927,2024-05-19,Arrived Late
3812,64702,2024-11-05,Changed Mind
3813,36298,2023-01-09,Wrong Item
3814,37692,2021-07-22,Arrived Late
3815,105605,2020-03-03,Damaged
3816,14965,2023-07-25,Damaged
3817,15791,2022-03-17,Not as Described
3818,47619,2023-06-10,Changed Mind
3819,19903,2020-06-21,Arrived Late
3820,64036,2020-05-12,Not as Described
3821,1821,2023-02-06,Damaged
3822,49549,2022-08-24,Not as Described
3823,54582,2020-02-02,Damaged
3824,86601,2023-05-22,Arrived Late
3825,57095,2022-02-09,Arrived Late
3826,84756,2022-08-06,Damaged
3827,30093,2020-05-30,Not as Described
3828,48469,2022-11-14,Wrong Item
3829,23415,2023-06-24,Damaged
3830,9431,2021-01-06,Changed Mind
3831,43188,2020-07-23,Changed Mind
3832,108659,2021-08-12,Not as Described
3833,39336,2022-11-06,Not as Described
3834,105777,2024-07-26,Damaged
3835,63219,2023-01-09,Arrived Late
3836,76800,2021-06-26,Damaged
3837,54047,2021-04-15,Arrived Late
3838,30297,2022-10-30,Damaged
3839,79821,2022-05-24,Damaged
3840,31993,2024-01-29,Damaged
3841,24446,2023-03-26,Changed Mind
3842,1220,2022-07-24,Arrived Late
3843,103387,2022-01-30,Wrong Item
3844,67131,2024-10-01,Wrong Item
3845,99894,2020-02-17,Changed Mind
3846,2727,2022-04-24,Arrived Late
3847,99897,2022-05-03,Wrong Item
3848,115259,2023-06-03,Damaged
3849,7877,2020-06-21,Changed Mind
3850,89384,2022-01-01,Not as Described
3851,20409,2022-05-25,Arrived Late
3852,105257,2023-07-28,Damaged
3853,9044,2022-03-05,Wrong Item
3854,83488,2023-12-24,Arrived Late
3855,83665,2023-03-27,Damaged
3856,116069,2023-03-20,Damaged
3857,5708,2023-07-03,Wrong Item
3858,46553,2024-10-25,Not as Described
3859,104527,2023-10-09,Wrong Item
3860,98631,2020-07-15,Arrived Late
3861,72184,2022-12-19,Arrived Late
3862,90735,2024-10-16,Not as Described
3863,87427,2022-01-30,Changed Mind
3864,40655,2024-12-31,Not as Described
3865,81610,2023-09-25,Wrong Item
3866,65457,2022-12-06,Damaged
3867,80059,2024-10-25,Not as Described
3868,33260,2021-10-11,Changed Mind
3869,113429,2022-02-06,Damaged
3870,104305,2023-11-09,Arrived Late
3871,95830,2020-12-15,Changed Mind
3872,113367,2022-11-09,Not as Described
3873,95745,2022-02-28,Changed Mind
3874,113203,2024-11-10,Wrong Item
3875,42618,2020-03-09,Damaged
3876,78222,2020-01-28,Damaged
3877,85601,2022-07-12,Wrong Item
3878,30709,2022-09-02,Wrong Item
3879,104298,2022-06-30,Not as Described
3880,60757,2022-01-21,Damaged
3881,47616,2020-10-12,Arrived Late
3882,44584,2022-05-17,Not as Described
3883,36664,2023-09-16,Damaged
3884,74448,2021-04-17,Wrong Item
3885,33919,2021-02-24,Wrong Item
3886,4814,2021-11-06,Arrived Late
3887,37790,2021-10-31,Changed Mind
3888,93854,2020-09-12,Changed Mind
3889,119661,2024-05-03,Not as Described
3890,61991,2020-08-25,Changed Mind
3891,95405,2020-02-23,Damaged
3892,69700,2021-06-08,Not as Described
3893,107701,2021-08-20,Not as Described
3894,117445,2024-09-12,Changed Mind
3895,9315,2020-07-15,Changed Mind
3896,2998,2024-10-26,Not as Described
3897,87812,2021-01-29,Arrived Late
3898,31244,2021-11-10,Damaged
3899,33649,2020-03-17,Changed Mind
3900,27001,2024-10-06,Not as Described
3901,104430,2023-12-15,Damaged
3902,6819,2024-07-21,Arrived Late
3903,96864,2020-04-26,Wrong Item
3904,1414,2020-09-08,Arrived Late
3905,15511,2020-07-05,Arrived Late
3906,18925,2023-08-06,Wrong Item
3907,95489,2024-06-12,Wrong Item
3908,45550,2022-04-18,Changed Mind
3909,110098,2022-12-07,Changed Mind
3910,118693,2024-05-22,Arrived Late
3911,47454,2020-06-19,Arrived Late
3912,64381,2024-02-18,Changed Mind
3913,46467,2020-10-06,Wrong Item
3914,68756,2022-01-30,Not as Described
3915,6109,2022-05-12,Wrong Item
3916,9701,2023-11-15,Arrived Late
3917,27985,2023-08-28,Arrived Late
3918,105473,2022-03-24,Changed Mind
3919,17664,2021-12-05,Wrong Item
3920,114102,2020-06-13,Damaged
3921,110082,2022-12-11,Not as Described
3922,29621,2020-10-19,Wrong Item
3923,64993,2020-03-16,Arrived Late
3924,5744,2021-03-01,Changed Mind
3925,55623,2024-09-08,Not as Described
3926,77999,2024-04-07,Arrived Late
3927,28355,2024-09-03,Wrong Item
3928,27079,2022-03-29,Damaged
3929,14525,2023-10-04,Not as Described
3930,41648,2023-03-24,Not as Described
3931,89535,2024-05-11,Damaged
3932,102820,2024-11-29,Wrong Item
3933,43947,2020-09-25,Damaged
3934,33965,2023-12-23,Changed Mind
3935,83237,2024-12-03,Damaged
3936,47091,2021-01-30,Damaged
3937,75902,2020-12-14,Arrived Late
3938,53316,2022-12-13,Changed Mind
3939,95547,2020-08-17,Not as Described
3940,91637,2022-06-19,Changed Mind
3941,9680,2024-03-20,Changed Mind
3942,75538,2022-06-08,Damaged
3943,74507,2020-09-23,Damaged
3944,16253,2022-07-12,Changed Mind
3945,87377,2021-10-15,Damaged
3946,56268,2022-06-13,Wrong Item
3947,81185,2023-09-17,Wrong Item
3948,24652,2022-01-07,Not as Described
3949,109974,2024-05-03,Wrong Item
3950,102692,2020-11-18,Arrived Late
3951,30158,2022-08-06,Arrived Late
3952,75815,2021-04-19,Not as Described
3953,56485,2022-05-23,Not as Described
3954,105270,2021-12-12,Wrong Item
3955,45449,2024-02-12,Arrived Late
3956,51954,2020-12-12,Not as Described
3957,13122,2023-05-17,Not as Described
3958,56071,2021-07-12,Wrong Item
3959,4791,2021-06-25,Changed Mind
3960,92114,2020-04-02,Arrived Late
3961,52006,2022-12-28,Arrived Late
3962,105258,2022-10-18,Arrived Late
3963,114263,2022-11-18,Damaged
3964,110197,2020-09-24,Wrong Item
3965,62106,2024-01-30,Changed Mind
3966,56312,2020-01-21,Wrong Item
3967,8823,2024-07-10,Changed Mind
3968,16825,2024-10-13,Arrived Late
3969,64597,2020-11-26,Arrived Late
3970,10367,2021-03-29,Arrived Late
3971,76661,2023-04-25,Changed Mind
3972,79334,2024-12-22,Changed Mind
3973,58230,2020-04-29,Changed Mind
3974,33899,2022-08-05,Not as Described
3975,83782,2020-09-19,Wrong Item
3976,107667,2024-09-19,Wrong Item
3977,62380,2020-05-28,Not as Described
3978,76011,2020-03-02,Not as Described
3979,47184,2020-04-03,Damaged
3980,90770,2022-12-19,Not as Described
3981,31122,2024-05-21,Wrong Item
3982,105999,2022-08-25,Wrong Item
3983,48042,2022-05-27,Damaged
3984,52569,2024-11-12,Damaged
3985,101210,2020-09-07,Arrived Late
3986,57673,2023-11-27,Arrived Late
3987,112563,2021-10-31,Arrived Late
3988,28261,2020-11-28,Damaged
3989,92289,2023-09-01,Not as Described
3990,2260,2023-06-23,Changed Mind
3991,20453,2024-12-11,Arrived Late
3992,26489,2020-11-29,Changed Mind
3993,37792,2021-11-08,Changed Mind
3994,68585,2021-10-09,Wrong Item
3995,56368,2024-05-21,Changed Mind
3996,91214,2021-04-11,Wrong Item
3997,93685,2022-03-25,Damaged
3998,107844,2023-01-05,Wrong Item
3999,112136,2021-01-14,Changed Mind
4000,79319,2020-05-04,Wrong Item
4001,23041,2022-09-18,Wrong Item
4002,76876,2020-02-13,Not as Described
4003,363,2021-04-23,Damaged
4004,36708,2021-01-11,Changed Mind
4005,47495,2022-02-02,Damaged
4006,34466,2021-12-19,Wrong Item
4007,9981,2022-03-31,Changed Mind
4008,69430,2020-09-15,Arrived Late
4009,8526,2022-03-29,Arrived Late
4010,33390,2023-08-03,Changed Mind
4011,115114,2022-06-20,Changed Mind
4012,79376,2024-02-01,Not as Described
4013,41396,2020-11-17,Not as Described
4014,105689,2023-07-12,Arrived Late
4015,54367,2022-07-14,Arrived Late
4016,66848,2023-12-03,Changed Mind
4017,2440,2021-11-05,Arrived Late
4018,21398,2020-12-20,Not as Described
4019,46444,2020-07-17,Changed Mind
4020,42105,2023-07-11,Arrived Late
4021,2324,2021-12-15,Arrived Late
4022,45194,2023-03-02,Wrong Item
4023,3996,2022-11-01,Not as Described
4024,109349,2023-02-24,Changed Mind
4025,34917,2024-04-25,Arrived Late
4026,46131,2024-11-02,Changed Mind
4027,102529,2020-08-31,Wrong Item
4028,78181,2021-07-12,Changed Mind
4029,93796,2021-08-19,Damaged
4030,116202,2020-08-05,Not as Described
4031,113916,2020-04-10,Arrived Late
4032,108222,2024-11-29,Arrived Late
4033,65684,2022-08-28,Not as Described
4034,47336,2023-08-12,Arrived Late
4035,65586,2022-12-16,Changed Mind
4036,108086,2024-10-13,Not as Described
4037,68059,2023-08-07,Not as Described
4038,46398,2024-10-11,Damaged
4039,112353,2022-03-10,Damaged
4040,89855,2024-10-06,Arrived Late
4041,2832,2023-02-22,Damaged
4042,15510,2020-07-21,Wrong Item
4043,71489,2020-04-09,Not as Described
4044,67058,2023-02-20,Wrong Item
4045,97072,2021-09-17,Not as Described
4046,87316,2023-02-24,Changed Mind
4047,23343,2020-04-08,Wrong Item
4048,70354,2024-07-01,Wrong Item
4049,119597,2022-11-07,Damaged
4050,53595,2021-03-24,Not as Described
4051,57701,2022-07-02,Damaged
4052,15128,2022-07-27,Arrived Late
4053,49676,2023-02-01,Wrong Item
4054,17704,2024-12-07,Changed Mind
4055,46242,2021-11-27,Changed Mind
4056,60151,2021-12-14,Changed Mind
4057,88241,2023-06-17,Damaged
4058,56908,2023-04-15,Changed Mind
4059,63355,2022-01-15,Arrived Late
4060,111857,2023-02-15,Not as Described
