order_id,customer_id,order_date,order_status,payment_method,shipping_cost
19767,4056,2022-11-28 16:22:14,Completed,Debit Card,24.92
19768,1487,2024-05-10 09:22:41,Completed,PayPal,21.73
19769,4402,2023-08-19 13:13:53,Completed,Debit Card,21.13
19770,1519,2021-03-19 07:59:58,Completed,Debit Card,23.95
19771,3948,2020-06-28 05:53:01,Completed,PayPal,24.01
19772,395,2023-10-05 14:27:03,Completed,PayPal,11.52
19773,4529,2020-01-25 10:50:58,Completed,PayPal,12.07
19774,4620,2022-04-22 08:25:50,Completed,Credit Card,3.97
19775,3093,2022-04-09 18:42:40,Completed,Debit Card,13.92
19776,4279,2023-09-25 09:34:59,Returned,Google Pay,11.3
19777,3010,2022-01-02 21:47:23,Completed,Debit Card,10.52
19778,4211,2023-04-10 12:03:33,Cancelled,Apple Pay,11.61
19779,498,2020-12-07 10:36:28,Completed,Apple Pay,12.91
19780,3165,2020-11-25 02:16:31,Completed,Google Pay,2.49
19781,2190,2023-12-25 03:36:51,Completed,Apple Pay,21.06
19782,1110,2021-06-06 00:17:33,Completed,Credit Card,6.5
19783,3717,2020-09-01 22:54:39,Completed,Credit Card,18.43
19784,4715,2023-01-17 03:40:20,Completed,Debit Card,10.23
19785,3252,2022-12-17 03:58:30,Completed,Debit Card,5.02
19786,3215,2023-09-28 21:12:58,Completed,Apple Pay,19.28
19787,2646,2022-06-02 10:50:35,Completed,PayPal,11.9
19788,2721,2023-01-07 23:29:44,Completed,Apple Pay,12.91
19789,1121,2022-10-15 21:43:35,Completed,PayPal,3.93
19790,3969,2021-01-21 23:52:54,Returned,Google Pay,19.04
19791,2567,2020-08-29 21:11:39,Completed,Apple Pay,13.33
19792,3825,2024-02-21 05:04:12,Returned,Credit Card,0.4
19793,4559,2022-04-28 21:58:27,Completed,Google Pay,7.02
19794,3525,2022-06-30 20:48:15,Completed,Google Pay,17.32
19795,1833,2023-02-21 16:33:05,Completed,Apple Pay,10.94
19796,3477,2020-12-25 07:17:00,Completed,Credit Card,8.64
19797,2332,2020-06-21 21:58:27,Completed,PayPal,13.45
19798,1735,2022-08-23 11:50:40,Completed,Debit Card,4.06
19799,1477,2023-01-21 09:37:25,Completed,Debit Card,24.82
19800,3206,2020-12-23 02:20:51,Completed,Google Pay,3.1
19801,3648,2022-02-04 14:22:27,Completed,Credit Card,6.29
19802,1861,2020-06-09 07:02:44,Completed,Google Pay,20.53
19803,287,2021-06-23 22:19:43,Completed,Credit Card,24.37
19804,4180,2020-08-24 23:24:17,Completed,Google Pay,5.41
19805,4942,2021-01-06 04:40:47,Completed,Debit Card,6.26
19806,3771,2020-11-05 08:58:56,Completed,Debit Card,19.08
19807,1760,2024-10-10 08:26:50,Completed,Google Pay,18.64
19808,1259,2022-02-16 14:39:43,Completed,Credit Card,18.91
19809,261,2021-03-04 07:17:50,Returned,PayPal,24.42
19810,1269,2022-03-09 14:55:43,Completed,Credit Card,21.89
19811,299,2022-04-06 08:12:09,Completed,Google Pay,2.16
19812,2044,2024-07-12 03:58:39,Completed,Credit Card,18.74
19813,4443,2020-08-10 21:55:07,Completed,Google Pay,1.98
19814,3873,2024-11-11 13:50:09,Returned,Apple Pay,17.05
19815,1227,2022-05-22 08:13:26,Completed,Credit Card,22.48
19816,2086,2021-07-21 13:04:20,Completed,Debit Card,16.6
19817,3392,2022-09-11 23:33:51,Completed,PayPal,13.99
19818,2814,2020-12-17 06:33:19,Returned,Credit Card,2.67
19819,1035,2020-07-15 22:42:07,Completed,Credit Card,19.86
19820,1664,2022-04-15 13:32:21,Completed,Credit Card,11.26
19821,518,2022-04-01 10:49:00,Completed,Debit Card,10.74
19822,3253,2022-02-07 17:05:07,Completed,Debit Card,23.09
19823,2573,2024-10-26 17:39:09,Completed,Debit Card,22.26
19824,2166,2024-05-12 20:09:46,Completed,Apple Pay,8.01
19825,1962,2022-10-08 22:56:24,Completed,PayPal,22.26
19826,4061,2024-08-03 00:34:19,Completed,Apple Pay,15.8
19827,4767,2024-12-21 19:55:41,Returned,Apple Pay,6.08
19828,1924,2024-06-08 17:52:05,Completed,Apple Pay,10.67
19829,2464,2021-06-18 02:43:34,Completed,Google Pay,24.21
19830,2138,2021-04-28 07:28:33,Completed,Debit Card,7.02
19831,735,2023-10-09 19:09:42,Completed,PayPal,5.18
19832,4896,2023-08-11 11:57:15,Completed,Apple Pay,11.66
19833,1799,2023-07-06 08:50:45,Completed,Debit Card,21.43
19834,64,2021-03-16 05:01:58,Completed,Apple Pay,5.7
19835,2748,2024-09-07 20:50:52,Completed,Credit Card,1.51
19836,4852,2020-07-06 12:06:47,Completed,Debit Card,7.33
19837,3025,2023-06-24 18:46:38,Completed,Apple Pay,21.15
19838,46,2023-12-28 12:53:57,Completed,Apple Pay,0.91
19839,559,2022-03-27 04:05:57,Completed,Apple Pay,22.69
19840,2125,2023-01-26 01:32:31,Completed,PayPal,21.07
19841,657,2022-04-27 01:40:15,Returned,Google Pay,15.86
19842,1149,2021-09-29 15:45:41,Returned,PayPal,16.42
19843,4970,2024-10-18 07:15:57,Completed,Debit Card,3.07
19844,2208,2022-11-01 10:06:35,Completed,Apple Pay,8.11
19845,1543,2020-09-27 18:22:27,Completed,Apple Pay,1.4
19846,3518,2024-03-18 19:00:59,Completed,Google Pay,4.93
19847,3168,2024-02-16 05:22:00,Completed,Apple Pay,22.03
19848,3210,2024-11-11 16:30:08,Cancelled,Apple Pay,13.0
19849,3729,2024-11-21 03:08:45,Completed,Google Pay,18.0
19850,1032,2024-05-24 11:32:47,Completed,Apple Pay,6.05
19851,419,2024-07-17 22:09:11,Completed,Debit Card,8.05
19852,1815,2020-04-19 07:50:31,Completed,Credit Card,8.78
19853,1809,2020-07-15 23:42:51,Completed,Apple Pay,20.49
19854,3645,2020-01-23 21:30:37,Completed,PayPal,1.25
19855,4610,2021-03-20 03:51:44,Completed,Debit Card,21.68
19856,2070,2020-05-28 12:33:59,Completed,Apple Pay,21.12
19857,3563,2023-07-29 12:26:20,Completed,Credit Card,19.46
19858,3318,2022-02-24 04:05:57,Completed,Credit Card,23.8
19859,2162,2023-04-05 06:42:58,Completed,Debit Card,11.65
19860,4543,2023-08-14 01:00:49,Completed,Apple Pay,5.03
19861,90,2020-01-14 19:46:33,Completed,Debit Card,4.89
19862,1581,2024-01-04 17:59:00,Completed,PayPal,13.28
19863,3745,2024-04-15 12:23:01,Completed,Credit Card,11.53
19864,3173,2023-10-13 05:08:15,Completed,Apple Pay,16.62
19865,4423,2022-01-18 06:02:40,Completed,Credit Card,5.12
19866,758,2021-03-24 16:12:16,Completed,Google Pay,12.22
19867,2963,2022-11-09 09:11:27,Completed,Debit Card,14.44
19868,2168,2024-06-19 13:22:34,Completed,Google Pay,16.23
19869,4825,2024-09-03 10:10:42,Completed,Google Pay,19.89
19870,3344,2021-01-23 08:08:44,Completed,Credit Card,23.86
19871,4826,2023-01-15 12:18:38,Completed,PayPal,6.79
19872,2349,2020-06-26 06:40:37,Completed,PayPal,6.69
19873,645,2023-06-03 07:13:20,Completed,Debit Card,8.11
19874,2946,2024-09-15 00:03:31,Completed,Credit Card,19.7
19875,4193,2020-08-10 15:48:27,Completed,Apple Pay,21.09
19876,4138,2023-05-30 04:19:09,Completed,Google Pay,12.14
19877,1223,2024-08-27 13:45:23,Completed,Google Pay,24.28
19878,3738,2021-11-29 09:06:52,Completed,Apple Pay,0.69
19879,864,2020-08-26 12:40:26,Completed,Credit Card,16.87
19880,2898,2021-10-20 04:37:22,Completed,PayPal,14.05
19881,1929,2022-10-14 12:47:02,Completed,Debit Card,8.08
19882,501,2020-06-11 14:13:13,Completed,Credit Card,22.9
19883,4644,2023-09-07 03:32:52,Completed,Debit Card,2.14
19884,338,2020-04-08 11:19:18,Completed,Google Pay,13.29
19885,3312,2022-01-25 10:43:48,Cancelled,Debit Card,18.23
19886,3318,2023-04-26 13:09:53,Completed,PayPal,15.49
19887,3708,2021-11-08 16:08:28,Cancelled,PayPal,1.26
19888,268,2021-10-12 22:18:04,Completed,Google Pay,1.05
19889,3272,2020-10-22 15:55:21,Completed,Google Pay,8.38
19890,3886,2021-09-10 23:28:48,Completed,Credit Card,3.12
19891,1478,2022-07-19 07:23:52,Completed,PayPal,21.8
19892,4576,2021-05-01 16:36:56,Completed,Debit Card,6.98
19893,1409,2021-04-17 07:40:05,Completed,Debit Card,24.99
19894,3782,2020-09-17 11:46:15,Completed,PayPal,16.36
19895,2671,2021-01-06 05:03:59,Completed,PayPal,2.34
19896,1302,2024-05-12 20:07:42,Completed,PayPal,7.1
19897,4751,2023-01-07 07:32:13,Completed,Google Pay,13.07
19898,766,2020-10-03 02:52:09,Completed,Google Pay,24.29
19899,3355,2020-04-06 00:38:07,Completed,Debit Card,2.93
19900,1793,2024-06-10 19:47:02,Completed,Apple Pay,13.57
19901,573,2020-11-16 10:25:16,Completed,Google Pay,5.86
19902,2509,2024-04-01 14:13:08,Completed,PayPal,3.64
19903,4017,2020-11-06 21:51:56,Completed,Debit Card,14.52
19904,65,2022-05-21 23:26:44,Completed,Debit Card,7.17
19905,4283,2021-06-27 19:58:23,Completed,Apple Pay,7.12
19906,863,2024-07-01 12:41:18,Completed,Credit Card,10.6
19907,2549,2022-07-13 02:36:57,Completed,Debit Card,5.16
19908,3881,2021-09-19 02:10:58,Completed,Credit Card,15.18
19909,274,2020-04-09 17:46:45,Completed,Apple Pay,4.35
19910,4911,2020-09-15 01:13:13,Completed,Debit Card,15.22
19911,2125,2020-11-06 11:59:57,Completed,Credit Card,16.13
19912,2304,2020-06-12 22:53:00,Completed,Apple Pay,5.8
19913,927,2022-05-22 04:26:43,Completed,Apple Pay,20.31
19914,4071,2021-09-21 10:30:22,Completed,Credit Card,1.23
19915,850,2023-06-15 08:41:58,Completed,PayPal,23.43
19916,611,2020-08-19 23:20:27,Completed,PayPal,14.04
19917,2913,2021-10-19 21:33:54,Completed,Credit Card,12.98
19918,3430,2023-12-17 16:24:13,Completed,PayPal,9.78
19919,636,2024-11-22 10:28:01,Completed,PayPal,8.58
19920,1274,2021-09-11 05:36:41,Completed,Apple Pay,3.21
19921,859,2020-01-28 10:30:30,Completed,Debit Card,23.56
19922,612,2023-04-22 01:42:28,Completed,PayPal,6.72
19923,4164,2022-07-08 17:58:17,Completed,PayPal,3.01
19924,1057,2023-09-14 22:51:13,Completed,Debit Card,4.06
19925,3426,2021-07-18 21:48:18,Completed,Debit Card,11.96
19926,3416,2021-09-28 17:33:11,Completed,PayPal,8.17
19927,4616,2023-04-25 11:48:04,Completed,Debit Card,20.97
19928,3551,2021-09-27 10:10:50,Completed,PayPal,21.29
19929,1697,2022-10-30 13:38:36,Completed,Debit Card,17.57
19930,1374,2023-11-20 23:10:13,Completed,Apple Pay,6.54
19931,4314,2020-04-26 02:41:45,Completed,Apple Pay,10.64
19932,3383,2020-05-24 18:23:30,Completed,Google Pay,18.81
19933,2616,2022-08-09 14:25:44,Completed,PayPal,17.75
19934,4696,2021-05-30 16:25:29,Completed,PayPal,6.67
19935,4720,2022-11-14 23:53:14,Completed,Credit Card,11.32
19936,3532,2022-07-11 17:47:24,Completed,Debit Card,23.5
19937,4822,2022-01-17 07:41:30,Returned,Debit Card,12.01
19938,4532,2022-03-09 06:21:00,Completed,Google Pay,22.33
19939,4465,2024-01-13 17:59:43,Completed,Apple Pay,1.86
19940,464,2022-09-08 16:07:49,Completed,Google Pay,6.26
19941,4408,2021-03-17 01:16:38,Completed,Apple Pay,23.26
19942,3426,2020-04-30 06:53:07,Returned,Google Pay,11.47
19943,916,2021-10-20 10:04:18,Cancelled,Credit Card,18.56
19944,3781,2021-04-29 19:29:16,Completed,Google Pay,8.63
19945,448,2021-04-17 14:49:50,Completed,Credit Card,12.99
19946,387,2023-06-04 18:18:38,Completed,PayPal,9.68
19947,190,2021-02-06 23:27:11,Completed,Google Pay,22.51
19948,1608,2023-06-24 20:46:18,Completed,Google Pay,9.02
19949,4376,2023-06-29 12:46:49,Completed,Credit Card,18.12
19950,2839,2024-06-12 23:18:53,Completed,Credit Card,6.4
19951,1763,2024-07-14 07:02:09,Completed,Google Pay,17.0
19952,683,2024-05-06 06:18:39,Completed,Apple Pay,23.17
19953,3421,2023-12-30 10:22:27,Completed,PayPal,20.5
19954,2441,2022-07-20 05:45:11,Completed,Apple Pay,24.76
19955,1716,2020-06-08 07:43:06,Completed,Apple Pay,12.43
19956,385,2023-12-21 17:28:00,Completed,Google Pay,1.19
19957,1535,2024-08-20 14:03:26,Completed,Debit Card,17.41
19958,1841,2024-10-26 04:53:59,Completed,Google Pay,1.15
19959,4384,2024-05-07 04:21:13,Returned,Google Pay,8.31
19960,3928,2023-11-23 22:33:35,Completed,PayPal,11.17
19961,3196,2021-10-05 15:16:52,Completed,Credit Card,7.21
19962,2781,2020-08-11 07:47:36,Completed,Credit Card,17.78
19963,4391,2021-11-04 19:23:37,Completed,Apple Pay,13.76
19964,2544,2024-05-12 05:28:11,Completed,Apple Pay,1.02
19965,3072,2022-07-18 22:16:39,Returned,Debit Card,8.99
19966,4347,2024-05-12 15:38:10,Returned,Apple Pay,16.22
19967,415,2022-12-23 16:11:09,Completed,PayPal,0.44
19968,3857,2024-05-03 04:48:06,Returned,Google Pay,6.56
19969,4754,2024-11-12 21:33:28,Completed,PayPal,16.38
19970,179,2020-11-11 11:22:08,Completed,Google Pay,1.99
19971,4329,2021-10-27 01:57:32,Completed,PayPal,24.25
19972,1387,2023-08-11 07:33:16,Completed,PayPal,3.86
19973,4341,2024-01-27 08:28:29,Returned,Google Pay,22.73
19974,289,2022-09-23 18:52:52,Completed,Google Pay,11.21
19975,40,2023-10-22 18:33:08,Completed,Apple Pay,12.19
19976,4584,2020-12-07 13:38:43,Completed,Credit Card,13.3
19977,4509,2020-11-27 10:09:21,Completed,Debit Card,1.01
19978,3595,2022-11-23 22:28:26,Completed,PayPal,2.51
19979,77,2021-09-18 10:24:02,Completed,Credit Card,10.32
19980,4794,2023-04-26 06:41:08,Completed,Debit Card,1.92
19981,1676,2024-11-16 13:17:19,Completed,Debit Card,4.92
19982,983,2023-06-03 04:16:53,Completed,PayPal,2.11
19983,1083,2022-02-19 03:23:32,Completed,Debit Card,3.68
19984,2254,2021-05-10 09:00:51,Completed,Google Pay,3.82
19985,2513,2020-01-29 16:23:03,Completed,Apple Pay,7.33
19986,1688,2021-12-27 08:11:27,Completed,Google Pay,7.64
19987,2951,2021-05-18 18:34:37,Completed,PayPal,11.23
19988,4976,2022-03-24 17:29:30,Completed,Credit Card,15.08
19989,1657,2022-11-01 22:55:31,Completed,Apple Pay,2.69
19990,4454,2021-07-13 22:55:06,Completed,Google Pay,9.27
19991,1921,2021-03-07 10:33:08,Cancelled,Debit Card,19.14
19992,840,2022-12-16 12:41:36,Cancelled,Credit Card,3.95
19993,2701,2022-04-17 09:16:17,Completed,Google Pay,22.96
19994,4436,2024-02-19 17:40:58,Completed,Credit Card,13.11
19995,2552,2023-04-12 06:52:19,Completed,Apple Pay,24.93
19996,486,2020-01-30 03:53:20,Returned,Apple Pay,2.72
19997,2200,2021-11-03 12:16:30,Completed,PayPal,21.07
19998,3111,2022-02-08 08:33:56,Completed,Credit Card,24.71
19999,205,2024-07-27 13:19:52,Completed,Debit Card,5.89
20000,581,2020-12-05 23:58:27,Returned,Credit Card,22.02
20001,126,2024-05-31 05:56:29,Completed,Debit Card,19.24
20002,2419,2024-05-05 07:36:09,Completed,Apple Pay,16.15
20003,807,2022-07-11 15:20:41,Completed,Credit Card,10.24
20004,2942,2022-11-06 23:00:18,Completed,PayPal,12.1
20005,4298,2022-04-23 20:12:53,Completed,Credit Card,7.05
20006,3744,2022-06-08 15:37:50,Completed,Apple Pay,6.05
20007,2822,2024-10-07 20:13:41,Completed,Apple Pay,13.22
20008,2617,2024-03-29 06:06:12,Completed,Apple Pay,11.98
20009,640,2023-04-15 11:27:18,Completed,Debit Card,7.58
20010,2186,2024-04-01 00:45:36,Completed,Apple Pay,14.07
20011,3663,2021-12-31 02:43:24,Completed,Debit Card,2.06
20012,677,2024-11-18 09:39:07,Completed,Apple Pay,22.06
20013,3675,2023-02-19 17:10:34,Returned,Debit Card,1.56
20014,2403,2022-10-08 01:57:10,Completed,Debit Card,11.67
20015,430,2024-03-27 12:52:52,Completed,PayPal,22.67
20016,4076,2020-10-31 22:45:39,Completed,Debit Card,1.9
20017,1780,2024-12-02 18:03:31,Completed,Apple Pay,14.2
20018,3362,2020-09-20 01:57:05,Completed,Google Pay,16.52
20019,4312,2021-06-10 02:27:16,Completed,Apple Pay,15.85
20020,1901,2020-04-27 01:43:47,Completed,Apple Pay,16.68
20021,371,2022-03-22 23:47:06,Completed,Apple Pay,8.34
20022,490,2024-10-22 08:51:04,Completed,Apple Pay,7.62
20023,1007,2022-03-27 03:36:23,Cancelled,Credit Card,12.38
20024,2659,2020-04-06 01:26:33,Completed,Credit Card,16.84
20025,807,2022-10-31 20:35:21,Completed,Google Pay,8.92
20026,2030,2020-08-11 07:38:02,Completed,Google Pay,9.29
20027,598,2023-10-10 10:43:28,Cancelled,PayPal,20.4
20028,3289,2022-04-08 17:12:31,Cancelled,PayPal,19.73
20029,3663,2024-07-09 00:01:30,Completed,PayPal,21.8
20030,4483,2024-11-13 04:04:01,Completed,PayPal,18.18
20031,1609,2023-12-06 21:13:54,Completed,Apple Pay,3.91
20032,684,2020-03-08 03:21:47,Completed,Google Pay,14.17
20033,3999,2022-03-24 01:01:10,Completed,Google Pay,23.93
20034,2909,2022-08-21 08:18:44,Completed,Debit Card,1.11
20035,2442,2024-10-08 01:38:42,Completed,Credit Card,5.85
20036,4689,2022-11-03 08:03:06,Completed,Credit Card,22.56
20037,104,2022-05-23 19:03:47,Completed,Apple Pay,11.12
20038,4187,2023-09-06 04:25:40,Completed,Apple Pay,5.67
20039,4274,2023-01-19 04:57:28,Completed,Apple Pay,4.39
20040,1468,2021-12-01 15:25:35,Completed,Google Pay,15.97
20041,2192,2020-09-25 13:29:01,Completed,PayPal,2.21
20042,2322,2020-05-08 00:33:09,Completed,Credit Card,11.57
20043,4968,2023-12-06 20:47:16,Completed,Credit Card,5.11
20044,3548,2022-03-16 06:28:43,Completed,Credit Card,3.21
20045,2202,2021-01-02 01:45:33,Completed,Google Pay,14.74
20046,2798,2020-02-26 03:14:12,Completed,Google Pay,21.9
20047,3267,2022-04-19 19:43:52,Completed,Google Pay,12.0
20048,3879,2021-09-18 22:46:19,Completed,Google Pay,11.9
20049,4599,2023-03-29 02:42:59,Completed,PayPal,2.55
20050,4712,2021-10-08 21:40:54,Completed,Google Pay,16.12
20051,1139,2023-01-31 22:23:14,Completed,Debit Card,17.01
20052,2405,2023-11-08 12:00:56,Completed,Credit Card,24.45
20053,2300,2023-03-25 17:10:05,Completed,PayPal,11.29
20054,3746,2021-11-29 18:16:12,Completed,Apple Pay,23.74
20055,549,2023-01-24 07:37:40,Completed,Apple Pay,19.02
20056,3625,2021-07-07 18:03:24,Completed,Google Pay,16.89
20057,18,2023-04-29 23:03:12,Completed,Credit Card,20.45
20058,4416,2024-11-08 22:08:44,Completed,Google Pay,19.51
20059,1453,2020-02-24 06:58:20,Returned,Google Pay,21.92
20060,4142,2021-06-08 22:43:00,Completed,Google Pay,10.55
20061,3068,2022-08-29 11:51:01,Completed,Debit Card,4.27
20062,2729,2024-04-11 03:38:06,Completed,Apple Pay,22.66
20063,4279,2024-03-23 05:42:20,Completed,Credit Card,22.54
20064,1127,2021-02-18 20:56:34,Completed,Credit Card,3.52
20065,2172,2022-03-05 22:05:31,Completed,Apple Pay,21.21
20066,2551,2020-11-15 17:54:00,Completed,Apple Pay,19.33
20067,3116,2023-03-31 11:41:02,Completed,Google Pay,16.4
20068,2194,2022-11-16 01:32:04,Completed,Google Pay,7.8
20069,1705,2020-04-01 06:11:43,Completed,Apple Pay,6.87
20070,1765,2024-12-18 17:44:02,Completed,Google Pay,20.89
20071,2418,2023-01-04 03:32:18,Completed,PayPal,17.38
20072,1062,2021-03-29 17:56:35,Completed,Google Pay,14.56
20073,2175,2021-10-17 02:24:39,Completed,PayPal,12.1
20074,1264,2023-08-13 00:52:12,Completed,Credit Card,1.8
20075,3606,2021-01-05 08:00:59,Completed,Debit Card,15.34
20076,358,2024-09-16 10:18:56,Completed,Debit Card,21.82
20077,4843,2021-01-29 20:04:12,Completed,Credit Card,10.88
20078,1266,2021-02-05 23:53:53,Completed,PayPal,1.81
20079,3121,2023-02-27 03:06:48,Completed,Apple Pay,22.68
20080,1623,2024-04-26 21:03:26,Completed,Apple Pay,13.83
20081,98,2022-10-11 13:17:41,Completed,Apple Pay,1.66
20082,3122,2021-05-27 09:03:45,Cancelled,Credit Card,11.51
20083,2703,2023-07-25 06:01:56,Completed,Debit Card,10.67
20084,1208,2021-10-03 13:00:57,Completed,Debit Card,19.42
20085,1796,2022-02-04 12:42:30,Completed,Credit Card,3.7
20086,3428,2024-02-10 06:27:48,Completed,Apple Pay,20.93
20087,4073,2021-08-25 06:27:01,Completed,Apple Pay,14.39
20088,4402,2024-09-16 05:44:36,Completed,Google Pay,0.5
20089,22,2024-04-13 02:16:06,Completed,PayPal,17.73
20090,1718,2024-05-13 15:29:27,Completed,PayPal,14.04
20091,964,2023-02-19 03:13:53,Completed,Google Pay,9.44
20092,4517,2020-11-15 23:24:10,Completed,Debit Card,21.24
20093,1367,2020-07-18 17:51:23,Completed,Debit Card,7.13
20094,2959,2022-05-01 00:47:00,Completed,Debit Card,23.21
20095,1358,2024-12-17 17:19:36,Cancelled,Google Pay,0.62
20096,1251,2022-11-03 16:50:37,Returned,Debit Card,10.52
20097,2554,2022-05-15 18:28:02,Completed,Debit Card,21.04
20098,72,2022-12-05 16:24:23,Completed,Credit Card,22.61
20099,4134,2022-10-23 19:22:16,Completed,Debit Card,11.21
20100,4232,2021-11-15 20:35:23,Completed,PayPal,1.54
20101,2357,2023-06-25 07:53:40,Completed,Apple Pay,8.79
20102,2346,2023-09-11 14:03:12,Completed,Debit Card,12.85
20103,4343,2021-07-06 08:04:06,Completed,Debit Card,4.21
20104,3407,2024-07-24 10:53:20,Completed,Credit Card,13.71
20105,3208,2021-09-17 07:06:19,Completed,Credit Card,8.93
20106,3983,2020-10-31 14:35:49,Completed,Apple Pay,11.05
20107,3720,2022-06-13 22:35:33,Completed,Apple Pay,24.2
20108,1384,2020-04-29 10:07:12,Completed,Debit Card,8.41
20109,3107,2020-07-10 14:02:31,Completed,Google Pay,6.6
20110,3135,2024-03-07 21:21:30,Returned,Google Pay,14.54
20111,2851,2020-06-01 00:28:29,Completed,Credit Card,6.39
20112,3899,2023-07-07 06:53:13,Completed,Debit Card,10.22
20113,2992,2023-10-25 23:55:53,Completed,Google Pay,23.72
20114,3986,2023-06-18 08:22:19,Cancelled,Credit Card,16.0
20115,4557,2021-03-30 14:29:56,Completed,Google Pay,10.14
20116,4568,2020-08-26 11:28:45,Completed,Google Pay,22.46
20117,1154,2024-08-17 18:01:16,Completed,Credit Card,0.08
20118,3684,2020-11-29 04:32:37,Completed,Apple Pay,15.81
20119,4456,2021-04-23 00:47:36,Completed,Credit Card,24.06
20120,3242,2022-09-25 00:48:36,Completed,Google Pay,13.69
20121,4509,2020-03-04 03:27:39,Completed,Debit Card,4.29
20122,3477,2021-12-10 05:26:58,Completed,PayPal,11.83
20123,868,2022-05-01 13:42:27,Completed,Credit Card,18.04
20124,1916,2023-05-12 07:02:49,Completed,Debit Card,1.99
20125,4036,2023-10-13 18:02:43,Completed,Apple Pay,4.51
20126,3176,2020-01-16 06:51:01,Completed,Credit Card,23.04
20127,1887,2023-01-22 01:32:50,Completed,Apple Pay,24.11
20128,4595,2022-05-07 03:06:50,Completed,Credit Card,19.31
20129,3760,2020-02-19 22:50:05,Completed,Google Pay,12.04
20130,565,2022-03-17 20:30:51,Completed,PayPal,0.21
20131,3355,2023-01-21 23:01:31,Completed,Google Pay,22.86
20132,2328,2023-05-11 15:48:06,Completed,Google Pay,7.98
20133,3877,2022-10-18 15:28:22,Completed,PayPal,7.95
20134,1468,2023-03-24 14:21:32,Completed,Apple Pay,10.9
20135,2086,2020-07-30 23:28:50,Completed,PayPal,21.81
20136,2944,2023-11-22 20:08:15,Completed,Credit Card,19.66
20137,4869,2020-08-04 14:31:22,Completed,Google Pay,1.29
20138,3756,2024-10-08 08:26:00,Completed,PayPal,8.67
20139,634,2023-12-06 16:29:13,Completed,PayPal,23.22
20140,1715,2024-06-11 08:08:02,Completed,Google Pay,17.62
20141,4305,2020-04-04 22:50:16,Completed,PayPal,17.68
20142,103,2022-10-22 22:04:53,Completed,Apple Pay,19.52
20143,4613,2022-07-14 02:28:38,Completed,PayPal,17.78
20144,1817,2021-04-11 22:08:49,Completed,Debit Card,20.28
20145,4043,2024-06-13 18:49:16,Completed,PayPal,21.28
20146,2792,2020-09-24 13:47:22,Cancelled,Apple Pay,10.29
20147,776,2024-02-26 04:11:38,Completed,PayPal,14.24
20148,1540,2020-09-21 05:21:40,Completed,Debit Card,10.23
20149,2251,2021-09-15 17:58:25,Completed,Google Pay,22.37
20150,1517,2020-11-26 12:15:32,Completed,Google Pay,23.2
20151,3110,2022-03-27 09:30:26,Cancelled,Credit Card,4.86
20152,1889,2021-03-30 17:27:14,Completed,Apple Pay,17.31
20153,3616,2023-03-08 11:25:53,Completed,Credit Card,7.1
20154,1202,2020-10-22 10:49:28,Completed,PayPal,8.22
20155,3605,2024-06-07 16:56:01,Completed,Credit Card,10.64
20156,4328,2023-06-01 15:08:30,Completed,PayPal,8.74
20157,322,2024-07-27 17:09:10,Completed,Apple Pay,4.46
20158,3677,2023-03-27 10:43:23,Completed,Apple Pay,14.37
20159,2207,2021-02-21 10:35:59,Completed,Credit Card,11.15
20160,94,2020-06-10 17:23:06,Cancelled,Credit Card,19.77
20161,4343,2024-10-23 20:32:09,Completed,PayPal,11.54
20162,2832,2023-10-31 01:14:56,Completed,Google Pay,9.92
20163,517,2024-04-21 08:59:48,Completed,Credit Card,13.23
20164,3350,2022-01-11 06:15:41,Completed,Apple Pay,0.94
20165,55,2024-11-16 20:03:53,Completed,Apple Pay,3.13
20166,4497,2023-08-05 16:26:13,Completed,Google Pay,16.75
20167,3508,2020-06-04 10:40:02,Completed,PayPal,20.6
20168,31,2024-12-30 01:34:42,Completed,Apple Pay,8.75
20169,3694,2020-07-12 16:27:13,Completed,Apple Pay,2.92
20170,4589,2023-03-11 00:01:10,Returned,Credit Card,9.46
20171,4109,2023-07-23 05:52:03,Cancelled,Debit Card,1.18
20172,1741,2023-11-06 03:15:46,Completed,Google Pay,12.89
20173,739,2022-09-10 14:43:56,Completed,Google Pay,2.35
20174,532,2020-02-29 13:39:22,Completed,Google Pay,17.38
20175,1528,2023-04-22 01:34:36,Completed,PayPal,3.55
20176,2966,2023-10-16 21:17:23,Completed,PayPal,16.44
20177,3468,2020-04-21 04:47:10,Cancelled,Apple Pay,13.75
20178,1399,2021-09-08 01:43:32,Completed,Google Pay,18.67
20179,2457,2024-07-05 07:26:03,Completed,Credit Card,15.86
20180,2099,2024-07-06 16:23:47,Cancelled,Apple Pay,5.29
20181,96,2022-09-05 16:23:35,Completed,Apple Pay,24.46
20182,3812,2024-06-14 18:01:47,Completed,PayPal,11.37
20183,1672,2022-03-21 00:53:34,Returned,Apple Pay,5.0
20184,1604,2020-07-16 07:00:41,Completed,PayPal,4.49
20185,4495,2021-08-02 10:43:59,Completed,PayPal,21.61
20186,4173,2020-06-03 18:38:44,Completed,Debit Card,24.29
20187,4835,2024-09-18 05:33:24,Completed,Debit Card,8.28
20188,3435,2021-06-05 07:26:35,Completed,Google Pay,2.07
20189,3232,2023-11-15 10:23:50,Completed,Debit Card,18.53
20190,3645,2023-03-14 03:27:22,Completed,Apple Pay,19.47
