shipment_id,order_id,shipped_date,delivered_date,carrier
14226,14974,2020-10-13,2020-10-21,DHL
14227,14975,2020-11-14,2020-11-18,DHL
14228,14976,2021-09-26,2021-09-29,UPS
14229,14977,2021-04-09,2021-04-13,Canada Post
14230,14978,2023-08-01,2023-08-02,Canada Post
14231,14979,2020-04-28,2020-05-02,DHL
14232,14980,2023-12-26,2024-01-04,FedEx
14233,14981,2023-02-01,2023-02-09,DHL
14234,14982,2023-04-18,2023-04-28,DHL
14235,14983,2024-11-23,2024-12-01,Canada Post
14236,14984,2023-06-28,2023-07-08,USPS
14237,14985,2022-11-17,2022-11-23,DHL
14238,14986,2020-01-22,2020-01-23,DHL
14239,14988,2020-07-08,2020-07-11,DHL
14240,14989,2021-02-05,2021-02-12,DHL
14241,14990,2021-02-25,2021-02-28,UPS
14242,14991,2021-12-24,2021-12-30,USPS
14243,14993,2022-01-15,2022-01-23,Canada Post
14244,14994,2022-05-11,2022-05-16,USPS
14245,14995,2023-07-28,2023-07-31,UPS
14246,14996,2024-09-24,2024-10-03,FedEx
14247,14997,2022-07-06,2022-07-09,UPS
14248,14998,2020-07-27,2020-07-28,Canada Post
14249,14999,2024-10-17,2024-10-27,USPS
14250,15000,2021-06-15,2021-06-21,USPS
14251,15001,2022-11-22,2022-11-29,USPS
14252,15002,2020-04-26,2020-04-28,FedEx
14253,15003,2024-11-20,2024-11-26,UPS
14254,15004,2020-06-05,2020-06-10,UPS
14255,15005,2024-03-13,2024-03-22,UPS
14256,15006,2021-12-06,2021-12-13,UPS
14257,15007,2022-05-27,2022-06-02,USPS
14258,15009,2023-06-05,2023-06-06,FedEx
14259,15010,2024-10-19,2024-10-29,UPS
14260,15011,2024-04-25,2024-04-27,USPS
14261,15012,2024-12-17,2024-12-27,DHL
14262,15013,2020-07-22,2020-07-25,DHL
14263,15014,2022-04-19,2022-04-21,UPS
14264,15015,2020-06-02,2020-06-06,DHL
14265,15016,2021-10-23,2021-10-28,USPS
14266,15017,2022-12-13,2022-12-18,FedEx
14267,15018,2024-11-05,2024-11-08,UPS
14268,15019,2024-05-09,2024-05-19,FedEx
14269,15020,2021-07-02,2021-07-12,DHL
14270,15021,2022-02-04,2022-02-09,DHL
14271,15022,2024-12-14,2024-12-17,Canada Post
14272,15023,2022-05-20,2022-05-28,Canada Post
14273,15024,2021-01-07,2021-01-12,Canada Post
14274,15025,2023-08-26,2023-09-04,DHL
14275,15026,2022-06-23,2022-06-30,Canada Post
14276,15027,2022-11-30,2022-12-09,DHL
14277,15028,2021-05-08,2021-05-17,DHL
14278,15029,2023-07-30,2023-08-02,USPS
14279,15030,2020-05-02,2020-05-05,FedEx
14280,15031,2023-02-09,2023-02-14,FedEx
14281,15032,2022-01-22,2022-01-23,Canada Post
14282,15033,2024-06-06,2024-06-09,Canada Post
14283,15034,2022-07-09,2022-07-19,DHL
14284,15035,2024-01-08,2024-01-09,FedEx
14285,15036,2022-07-26,2022-07-29,UPS
14286,15037,2020-04-25,2020-04-26,FedEx
14287,15038,2021-03-05,2021-03-13,FedEx
14288,15039,2023-02-07,2023-02-08,USPS
14289,15040,2020-12-10,2020-12-13,Canada Post
14290,15041,2022-07-23,2022-07-28,DHL
14291,15042,2024-08-09,2024-08-12,FedEx
14292,15043,2020-06-27,2020-06-28,USPS
14293,15044,2020-11-14,2020-11-23,USPS
14294,15045,2021-07-23,2021-07-30,USPS
14295,15046,2021-03-09,2021-03-10,UPS
14296,15047,2020-02-04,2020-02-09,DHL
14297,15048,2020-11-28,2020-12-04,UPS
14298,15049,2021-05-28,2021-05-31,UPS
14299,15050,2024-05-02,2024-05-03,Canada Post
14300,15051,2022-06-10,2022-06-11,Canada Post
14301,15052,2021-05-30,2021-05-31,DHL
14302,15053,2023-09-10,2023-09-16,USPS
14303,15054,2020-03-26,2020-04-04,FedEx
14304,15055,2023-08-07,2023-08-08,UPS
14305,15056,2020-07-27,2020-08-03,DHL
14306,15057,2020-10-01,2020-10-07,Canada Post
14307,15058,2022-05-29,2022-06-05,USPS
14308,15059,2020-07-11,2020-07-20,FedEx
14309,15060,2020-10-08,2020-10-14,USPS
14310,15061,2022-07-20,2022-07-25,USPS
14311,15063,2023-01-23,2023-01-29,DHL
14312,15064,2024-04-14,2024-04-17,FedEx
14313,15065,2024-02-09,2024-02-15,FedEx
14314,15066,2022-09-28,2022-10-08,USPS
14315,15067,2021-04-17,2021-04-24,Canada Post
14316,15068,2024-01-16,2024-01-26,DHL
14317,15069,2023-07-01,2023-07-04,DHL
14318,15070,2024-08-31,2024-09-05,FedEx
14319,15071,2021-01-15,2021-01-21,Canada Post
14320,15072,2023-06-16,2023-06-19,Canada Post
14321,15073,2022-12-06,2022-12-11,DHL
14322,15074,2023-01-11,2023-01-13,UPS
14323,15075,2024-11-12,2024-11-21,FedEx
14324,15076,2024-10-29,2024-11-06,USPS
14325,15077,2024-01-09,2024-01-15,UPS
14326,15079,2022-11-09,2022-11-17,Canada Post
14327,15080,2021-01-20,2021-01-22,UPS
14328,15081,2024-07-13,2024-07-16,USPS
14329,15082,2021-08-04,2021-08-13,DHL
14330,15083,2020-11-14,2020-11-20,FedEx
14331,15084,2020-10-13,2020-10-17,Canada Post
14332,15085,2020-04-07,2020-04-10,FedEx
14333,15086,2024-05-26,2024-05-27,DHL
14334,15088,2024-04-07,2024-04-16,DHL
14335,15089,2023-10-13,2023-10-16,UPS
14336,15090,2024-09-04,2024-09-13,USPS
14337,15091,2023-01-14,2023-01-16,UPS
14338,15092,2022-05-01,2022-05-04,UPS
14339,15093,2020-06-18,2020-06-21,UPS
14340,15094,2023-06-30,2023-07-06,FedEx
14341,15095,2022-09-06,2022-09-15,UPS
14342,15096,2021-04-29,2021-04-30,DHL
14343,15097,2022-01-18,2022-01-28,UPS
14344,15098,2022-05-07,2022-05-09,Canada Post
14345,15099,2024-10-31,2024-11-09,Canada Post
14346,15101,2024-06-17,2024-06-20,UPS
14347,15102,2023-12-26,2024-01-05,Canada Post
14348,15103,2020-10-02,2020-10-04,DHL
14349,15104,2024-02-07,2024-02-14,FedEx
14350,15105,2021-02-08,2021-02-14,USPS
14351,15106,2020-05-06,2020-05-12,Canada Post
14352,15107,2023-07-27,2023-07-30,UPS
14353,15108,2022-11-24,2022-12-03,DHL
14354,15109,2021-03-01,2021-03-07,FedEx
14355,15110,2022-06-02,2022-06-05,FedEx
14356,15111,2024-05-09,2024-05-19,DHL
14357,15112,2021-01-29,2021-02-07,Canada Post
14358,15113,2021-11-26,2021-12-05,UPS
14359,15114,2024-04-19,2024-04-22,USPS
14360,15115,2021-09-30,2021-10-08,USPS
14361,15116,2021-12-24,2022-01-02,UPS
14362,15117,2023-06-12,2023-06-15,DHL
14363,15118,2021-08-11,2021-08-13,DHL
14364,15119,2023-10-08,2023-10-10,FedEx
14365,15120,2021-03-15,2021-03-19,Canada Post
14366,15121,2023-06-26,2023-07-01,USPS
14367,15122,2024-11-27,2024-12-04,UPS
14368,15123,2023-02-25,2023-02-27,DHL
14369,15124,2022-11-13,2022-11-19,Canada Post
14370,15125,2021-09-03,2021-09-10,DHL
14371,15126,2020-04-28,2020-04-29,USPS
14372,15127,2023-09-15,2023-09-20,UPS
14373,15128,2021-12-24,2022-01-02,DHL
14374,15129,2022-04-26,2022-04-30,FedEx
14375,15130,2023-10-02,2023-10-10,Canada Post
14376,15131,2022-05-09,2022-05-17,DHL
14377,15132,2023-03-27,2023-04-01,DHL
14378,15133,2024-08-15,2024-08-17,UPS
14379,15134,2020-07-12,2020-07-22,UPS
14380,15135,2020-03-02,2020-03-04,DHL
14381,15136,2022-07-02,2022-07-04,Canada Post
14382,15137,2024-01-19,2024-01-23,DHL
14383,15138,2021-02-09,2021-02-15,DHL
14384,15139,2020-07-30,2020-08-08,USPS
14385,15140,2022-09-29,2022-10-05,UPS
14386,15141,2020-03-26,2020-04-03,USPS
14387,15142,2023-12-22,2023-12-23,USPS
14388,15143,2023-06-30,2023-07-09,USPS
14389,15145,2022-02-15,2022-02-21,UPS
14390,15146,2022-11-18,2022-11-27,UPS
14391,15147,2021-10-08,2021-10-14,USPS
14392,15148,2024-05-06,2024-05-16,FedEx
14393,15149,2023-12-18,2023-12-23,DHL
14394,15150,2020-03-11,2020-03-14,Canada Post
14395,15151,2024-06-06,2024-06-15,UPS
14396,15152,2024-09-03,2024-09-04,UPS
14397,15153,2022-09-11,2022-09-16,FedEx
14398,15154,2022-07-01,2022-07-10,USPS
14399,15155,2024-07-19,2024-07-24,USPS
14400,15156,2022-12-14,2022-12-22,DHL
14401,15158,2021-05-26,2021-05-28,FedEx
14402,15159,2020-02-19,2020-02-21,USPS
14403,15160,2023-04-28,2023-05-02,USPS
14404,15161,2022-07-13,2022-07-22,USPS
14405,15162,2023-11-18,2023-11-21,USPS
14406,15163,2021-06-17,2021-06-24,USPS
14407,15164,2022-03-13,2022-03-18,FedEx
14408,15165,2022-10-09,2022-10-12,USPS
14409,15166,2024-04-29,2024-05-06,UPS
14410,15167,2020-07-22,2020-07-28,FedEx
14411,15168,2020-04-18,2020-04-19,USPS
14412,15169,2021-01-08,2021-01-17,USPS
14413,15170,2023-07-20,2023-07-28,FedEx
14414,15171,2024-07-15,2024-07-20,DHL
14415,15172,2021-07-17,2021-07-22,UPS
14416,15173,2023-11-10,2023-11-13,USPS
14417,15174,2024-03-06,2024-03-13,FedEx
14418,15175,2022-03-01,2022-03-07,FedEx
14419,15176,2020-09-26,2020-09-30,Canada Post
14420,15177,2022-10-17,2022-10-19,DHL
14421,15178,2020-04-21,2020-04-23,FedEx
14422,15179,2020-03-06,2020-03-13,DHL
14423,15180,2024-09-16,2024-09-19,Canada Post
14424,15181,2021-04-30,2021-05-10,DHL
14425,15182,2021-10-01,2021-10-02,Canada Post
14426,15183,2024-03-24,2024-04-02,FedEx
14427,15184,2022-03-21,2022-03-31,DHL
14428,15185,2023-06-05,2023-06-09,UPS
14429,15186,2024-03-02,2024-03-12,USPS
14430,15188,2023-08-08,2023-08-18,DHL
14431,15189,2024-08-03,2024-08-11,UPS
14432,15190,2023-06-10,2023-06-12,DHL
14433,15191,2020-09-30,2020-10-09,Canada Post
14434,15192,2020-10-22,2020-10-25,DHL
14435,15193,2024-04-30,2024-05-02,Canada Post
14436,15194,2021-05-15,2021-05-24,UPS
14437,15195,2023-12-24,2023-12-25,Canada Post
14438,15196,2021-06-08,2021-06-09,FedEx
14439,15197,2021-02-17,2021-02-24,Canada Post
14440,15198,2022-03-10,2022-03-18,UPS
14441,15199,2020-09-25,2020-09-30,USPS
14442,15200,2020-12-08,2020-12-14,UPS
14443,15201,2022-05-02,2022-05-07,UPS
14444,15202,2023-09-08,2023-09-15,FedEx
14445,15203,2024-01-24,2024-01-31,Canada Post
14446,15204,2021-01-10,2021-01-16,Canada Post
14447,15205,2020-06-22,2020-06-26,Canada Post
14448,15206,2020-09-16,2020-09-25,USPS
14449,15207,2021-01-15,2021-01-18,Canada Post
14450,15208,2023-04-28,2023-05-03,UPS
14451,15209,2021-08-03,2021-08-06,DHL
14452,15210,2022-03-04,2022-03-06,Canada Post
14453,15211,2022-03-01,2022-03-02,USPS
14454,15212,2022-08-16,2022-08-24,USPS
14455,15213,2020-01-10,2020-01-18,UPS
14456,15214,2024-01-06,2024-01-09,USPS
14457,15215,2021-07-26,2021-07-27,UPS
14458,15216,2023-03-30,2023-04-05,Canada Post
14459,15217,2024-09-12,2024-09-21,Canada Post
14460,15218,2022-07-15,2022-07-17,FedEx
14461,15219,2024-03-21,2024-03-29,FedEx
14462,15220,2024-04-05,2024-04-15,DHL
14463,15221,2021-01-13,2021-01-23,FedEx
14464,15222,2021-02-25,2021-03-02,Canada Post
14465,15223,2020-01-08,2020-01-17,Canada Post
14466,15224,2020-02-14,2020-02-18,DHL
14467,15225,2024-06-17,2024-06-24,UPS
14468,15226,2020-11-18,2020-11-25,USPS
14469,15227,2021-02-13,2021-02-23,UPS
14470,15228,2020-01-17,2020-01-19,Canada Post
14471,15229,2021-03-02,2021-03-05,FedEx
14472,15230,2024-01-06,2024-01-14,USPS
14473,15231,2023-12-31,2024-01-04,Canada Post
14474,15232,2022-06-02,2022-06-05,DHL
14475,15233,2023-09-17,2023-09-27,UPS
14476,15234,2022-08-06,2022-08-12,Canada Post
14477,15235,2023-10-09,2023-10-15,Canada Post
14478,15236,2022-11-28,2022-12-08,Canada Post
14479,15238,2022-11-07,2022-11-15,USPS
14480,15239,2023-03-17,2023-03-27,FedEx
14481,15240,2022-03-24,2022-03-25,DHL
14482,15241,2020-12-01,2020-12-09,FedEx
14483,15242,2022-10-10,2022-10-19,FedEx
14484,15243,2020-01-12,2020-01-21,UPS
14485,15244,2023-04-20,2023-04-23,USPS
14486,15246,2024-05-14,2024-05-15,UPS
14487,15247,2022-12-17,2022-12-24,DHL
14488,15248,2024-08-03,2024-08-08,DHL
14489,15249,2023-10-15,2023-10-22,UPS
14490,15250,2022-06-03,2022-06-06,USPS
14491,15251,2022-11-27,2022-11-29,FedEx
14492,15252,2023-05-25,2023-05-31,DHL
14493,15253,2020-07-11,2020-07-20,FedEx
14494,15254,2024-11-03,2024-11-09,DHL
14495,15255,2020-11-18,2020-11-27,Canada Post
14496,15256,2023-02-22,2023-03-01,DHL
14497,15257,2022-01-22,2022-01-25,DHL
14498,15258,2020-03-04,2020-03-11,USPS
14499,15259,2021-10-26,2021-11-04,UPS
14500,15260,2023-09-16,2023-09-18,FedEx
14501,15261,2024-01-11,2024-01-14,UPS
14502,15262,2022-06-10,2022-06-14,FedEx
14503,15263,2024-03-14,2024-03-23,UPS
14504,15264,2023-03-09,2023-03-17,FedEx
14505,15265,2020-04-18,2020-04-25,UPS
14506,15266,2023-07-15,2023-07-25,UPS
14507,15267,2020-06-16,2020-06-26,Canada Post
14508,15268,2021-11-20,2021-11-23,DHL
14509,15269,2024-08-20,2024-08-29,DHL
14510,15270,2024-01-01,2024-01-10,Canada Post
14511,15271,2021-05-24,2021-05-31,Canada Post
14512,15272,2020-08-28,2020-09-04,DHL
14513,15274,2023-10-16,2023-10-20,Canada Post
14514,15275,2021-07-09,2021-07-12,DHL
14515,15276,2021-04-18,2021-04-19,Canada Post
14516,15277,2023-11-16,2023-11-24,DHL
14517,15278,2023-08-26,2023-09-03,USPS
14518,15279,2023-11-11,2023-11-13,Canada Post
14519,15280,2021-04-28,2021-05-05,USPS
14520,15281,2023-02-10,2023-02-13,FedEx
14521,15282,2022-11-19,2022-11-28,USPS
14522,15283,2021-01-16,2021-01-22,Canada Post
14523,15284,2020-04-25,2020-05-04,FedEx
14524,15285,2022-09-15,2022-09-19,FedEx
14525,15287,2021-09-11,2021-09-21,UPS
14526,15288,2021-05-10,2021-05-13,UPS
14527,15289,2023-01-31,2023-02-02,DHL
14528,15290,2023-01-02,2023-01-06,UPS
14529,15291,2022-06-11,2022-06-20,UPS
14530,15292,2022-02-19,2022-02-26,USPS
14531,15293,2022-02-08,2022-02-14,FedEx
14532,15294,2020-11-02,2020-11-11,DHL
14533,15295,2021-09-22,2021-09-23,UPS
14534,15296,2021-01-17,2021-01-19,FedEx
14535,15297,2022-01-26,2022-01-29,UPS
14536,15298,2022-03-22,2022-03-30,USPS
14537,15299,2024-03-31,2024-04-07,UPS
14538,15300,2022-06-05,2022-06-11,USPS
14539,15301,2022-03-31,2022-04-02,DHL
14540,15302,2024-07-05,2024-07-11,Canada Post
14541,15303,2020-10-17,2020-10-22,DHL
14542,15304,2024-08-31,2024-09-09,Canada Post
14543,15305,2021-08-20,2021-08-26,DHL
14544,15306,2020-06-13,2020-06-16,FedEx
14545,15307,2021-08-15,2021-08-23,DHL
14546,15308,2023-02-06,2023-02-16,FedEx
14547,15309,2024-09-18,2024-09-28,Canada Post
14548,15310,2021-09-07,2021-09-15,Canada Post
14549,15311,2024-02-20,2024-02-22,FedEx
14550,15312,2022-10-15,2022-10-23,FedEx
14551,15313,2021-05-17,2021-05-24,DHL
14552,15314,2024-07-07,2024-07-17,USPS
14553,15315,2024-04-15,2024-04-24,DHL
14554,15316,2024-07-29,2024-08-04,DHL
14555,15317,2020-07-30,2020-08-01,Canada Post
14556,15318,2022-05-05,2022-05-08,USPS
14557,15319,2023-12-11,2023-12-19,FedEx
14558,15320,2022-01-15,2022-01-24,Canada Post
14559,15321,2022-05-15,2022-05-20,FedEx
14560,15322,2021-03-16,2021-03-22,Canada Post
14561,15323,2022-04-23,2022-04-26,Canada Post
14562,15324,2020-12-03,2020-12-04,UPS
14563,15325,2022-04-23,2022-05-03,USPS
14564,15326,2023-11-17,2023-11-25,DHL
14565,15327,2022-01-18,2022-01-24,UPS
14566,15328,2023-10-26,2023-10-31,DHL
14567,15329,2021-09-11,2021-09-15,Canada Post
14568,15330,2022-04-19,2022-04-29,UPS
14569,15331,2024-03-17,2024-03-18,USPS
14570,15333,2021-11-07,2021-11-12,Canada Post
14571,15334,2021-06-23,2021-06-24,USPS
14572,15335,2023-08-04,2023-08-14,UPS
14573,15336,2022-09-14,2022-09-15,FedEx
14574,15337,2020-08-13,2020-08-23,UPS
14575,15338,2021-02-02,2021-02-05,FedEx
14576,15339,2024-04-23,2024-04-30,Canada Post
14577,15341,2024-01-10,2024-01-18,USPS
14578,15342,2020-09-08,2020-09-18,Canada Post
14579,15343,2021-05-14,2021-05-16,DHL
14580,15344,2024-09-30,2024-10-07,FedEx
14581,15345,2022-12-29,2023-01-03,UPS
14582,15346,2024-04-30,2024-05-04,USPS
14583,15347,2021-09-16,2021-09-25,UPS
14584,15348,2022-07-07,2022-07-16,Canada Post
14585,15350,2020-07-27,2020-08-06,UPS
14586,15351,2021-12-27,2022-01-02,Canada Post
14587,15352,2020-08-11,2020-08-15,Canada Post
14588,15353,2023-12-29,2024-01-06,USPS
14589,15354,2022-10-01,2022-10-03,DHL
14590,15355,2021-02-14,2021-02-24,DHL
14591,15356,2024-10-24,2024-10-28,UPS
14592,15357,2020-04-06,2020-04-16,UPS
14593,15358,2021-08-01,2021-08-09,FedEx
14594,15359,2021-05-17,2021-05-23,Canada Post
14595,15360,2024-07-03,2024-07-07,USPS
14596,15361,2020-12-08,2020-12-15,UPS
14597,15362,2024-09-02,2024-09-04,FedEx
14598,15363,2024-03-10,2024-03-14,FedEx
14599,15364,2021-04-23,2021-04-25,Canada Post
14600,15365,2020-02-09,2020-02-14,Canada Post
14601,15366,2021-10-19,2021-10-21,Canada Post
14602,15367,2020-12-28,2021-01-06,Canada Post
14603,15368,2024-01-15,2024-01-22,USPS
14604,15369,2022-08-23,2022-08-28,USPS
14605,15370,2022-10-18,2022-10-24,DHL
14606,15371,2024-09-04,2024-09-12,USPS
14607,15372,2021-06-17,2021-06-27,DHL
14608,15373,2020-12-08,2020-12-10,Canada Post
14609,15374,2023-09-17,2023-09-19,FedEx
14610,15375,2023-06-16,2023-06-21,USPS
14611,15376,2020-02-03,2020-02-08,USPS
14612,15378,2022-12-14,2022-12-18,FedEx
14613,15379,2022-08-02,2022-08-06,FedEx
14614,15381,2020-02-01,2020-02-02,DHL
14615,15382,2024-04-09,2024-04-17,DHL
14616,15383,2021-09-20,2021-09-21,UPS
14617,15384,2022-11-14,2022-11-24,USPS
14618,15385,2021-03-13,2021-03-20,USPS
14619,15386,2022-09-15,2022-09-24,Canada Post
14620,15387,2022-10-05,2022-10-10,Canada Post
14621,15388,2021-12-04,2021-12-13,UPS
14622,15389,2022-05-09,2022-05-18,FedEx
14623,15390,2020-03-01,2020-03-09,FedEx
14624,15391,2020-03-25,2020-03-30,DHL
14625,15392,2024-06-02,2024-06-11,Canada Post
14626,15393,2020-12-25,2021-01-01,Canada Post
14627,15394,2021-03-03,2021-03-09,DHL
14628,15395,2021-06-18,2021-06-26,USPS
14629,15396,2021-08-23,2021-08-24,UPS
14630,15397,2024-11-07,2024-11-13,USPS
14631,15398,2022-04-03,2022-04-12,Canada Post
14632,15399,2021-01-07,2021-01-16,USPS
14633,15400,2023-12-20,2023-12-24,DHL
14634,15401,2022-12-18,2022-12-20,UPS
14635,15402,2023-07-28,2023-08-04,USPS
14636,15403,2021-08-20,2021-08-24,USPS
14637,15404,2023-07-25,2023-07-27,USPS
14638,15405,2020-03-23,2020-03-28,UPS
14639,15406,2024-07-08,2024-07-17,DHL
14640,15407,2020-06-29,2020-06-30,UPS
14641,15408,2022-10-30,2022-10-31,Canada Post
14642,15409,2020-04-27,2020-05-04,UPS
14643,15410,2022-11-10,2022-11-18,UPS
14644,15412,2021-09-29,2021-10-02,DHL
14645,15413,2024-09-25,2024-09-30,Canada Post
14646,15414,2024-10-01,2024-10-10,Canada Post
14647,15415,2020-02-27,2020-03-08,FedEx
14648,15416,2024-09-05,2024-09-15,Canada Post
14649,15418,2023-02-15,2023-02-20,DHL
14650,15419,2021-09-15,2021-09-19,DHL
14651,15420,2023-08-01,2023-08-08,FedEx
14652,15421,2021-02-02,2021-02-12,DHL
14653,15423,2021-06-15,2021-06-22,Canada Post
14654,15424,2023-10-23,2023-10-30,DHL
14655,15425,2021-12-12,2021-12-20,UPS
14656,15426,2022-02-25,2022-03-05,USPS
14657,15427,2020-04-06,2020-04-16,UPS
14658,15429,2024-11-02,2024-11-04,Canada Post
14659,15430,2021-08-02,2021-08-03,Canada Post
14660,15431,2021-03-27,2021-04-03,UPS
14661,15432,2020-01-29,2020-02-08,DHL
14662,15434,2024-01-12,2024-01-20,UPS
14663,15435,2020-04-04,2020-04-14,USPS
14664,15436,2020-07-11,2020-07-16,Canada Post
14665,15437,2020-04-05,2020-04-15,DHL
14666,15438,2023-04-13,2023-04-23,UPS
14667,15439,2024-01-13,2024-01-15,FedEx
14668,15440,2022-01-25,2022-01-31,FedEx
14669,15441,2024-01-02,2024-01-03,UPS
14670,15442,2021-03-31,2021-04-08,UPS
14671,15444,2020-03-04,2020-03-07,Canada Post
14672,15445,2023-05-20,2023-05-25,USPS
14673,15446,2021-08-04,2021-08-05,DHL
14674,15447,2024-07-23,2024-07-31,DHL
14675,15448,2024-12-12,2024-12-18,FedEx
14676,15449,2024-08-01,2024-08-11,USPS
14677,15450,2022-09-21,2022-09-25,UPS
14678,15451,2022-09-24,2022-09-28,USPS
14679,15452,2020-03-18,2020-03-26,FedEx
14680,15453,2021-06-26,2021-07-05,Canada Post
14681,15454,2021-05-13,2021-05-15,FedEx
14682,15455,2020-08-06,2020-08-10,UPS
14683,15456,2024-03-07,2024-03-14,UPS
14684,15457,2024-09-10,2024-09-17,UPS
14685,15458,2021-11-27,2021-11-30,Canada Post
14686,15459,2020-03-08,2020-03-14,DHL
14687,15460,2023-11-01,2023-11-09,UPS
14688,15461,2024-02-29,2024-03-01,DHL
14689,15462,2020-08-14,2020-08-21,UPS
14690,15463,2020-09-16,2020-09-23,Canada Post
14691,15464,2022-04-25,2022-05-02,FedEx
14692,15465,2022-03-18,2022-03-22,DHL
14693,15466,2021-11-18,2021-11-26,UPS
14694,15467,2020-10-31,2020-11-10,FedEx
14695,15468,2022-06-23,2022-07-02,USPS
14696,15469,2024-01-16,2024-01-23,Canada Post
14697,15470,2024-06-22,2024-06-29,USPS
14698,15471,2022-02-14,2022-02-17,Canada Post
14699,15472,2022-10-26,2022-11-04,USPS
14700,15473,2023-12-06,2023-12-14,Canada Post
14701,15474,2022-01-27,2022-01-29,FedEx
14702,15475,2024-04-08,2024-04-14,FedEx
14703,15476,2024-06-08,2024-06-09,UPS
14704,15477,2023-01-18,2023-01-25,DHL
14705,15478,2024-07-31,2024-08-01,DHL
14706,15479,2022-03-03,2022-03-05,Canada Post
14707,15480,2020-06-29,2020-07-06,Canada Post
14708,15481,2022-03-01,2022-03-04,Canada Post
14709,15482,2021-05-03,2021-05-05,DHL
14710,15483,2022-03-02,2022-03-05,UPS
14711,15484,2022-02-20,2022-02-24,USPS
14712,15485,2022-08-19,2022-08-23,USPS
14713,15486,2023-04-29,2023-05-09,USPS
14714,15487,2023-11-14,2023-11-16,DHL
14715,15488,2024-09-08,2024-09-15,UPS
14716,15489,2023-09-15,2023-09-22,UPS
14717,15490,2024-03-09,2024-03-13,FedEx
14718,15491,2021-01-26,2021-02-03,Canada Post
14719,15492,2024-05-16,2024-05-17,USPS
14720,15493,2022-10-05,2022-10-13,DHL
14721,15494,2024-01-20,2024-01-26,FedEx
14722,15495,2022-03-23,2022-03-30,USPS
14723,15496,2020-05-23,2020-05-29,UPS
14724,15497,2023-05-13,2023-05-16,DHL
14725,15498,2023-08-30,2023-09-07,Canada Post
14726,15499,2024-06-11,2024-06-17,USPS
14727,15500,2021-12-13,2021-12-23,DHL
14728,15501,2023-10-08,2023-10-14,FedEx
14729,15502,2023-05-18,2023-05-26,FedEx
14730,15503,2023-10-19,2023-10-22,FedEx
14731,15504,2021-01-07,2021-01-10,USPS
14732,15505,2022-03-23,2022-03-30,USPS
14733,15506,2024-03-26,2024-04-04,FedEx
14734,15507,2020-06-26,2020-06-27,USPS
14735,15508,2023-05-15,2023-05-19,UPS
14736,15509,2021-01-23,2021-01-31,UPS
14737,15510,2023-08-29,2023-09-07,FedEx
14738,15511,2021-03-15,2021-03-20,DHL
14739,15512,2021-08-16,2021-08-20,USPS
14740,15513,2020-02-07,2020-02-16,FedEx
14741,15514,2021-11-14,2021-11-18,USPS
14742,15515,2022-11-26,2022-12-02,USPS
14743,15516,2024-10-08,2024-10-16,UPS
14744,15518,2022-04-02,2022-04-10,Canada Post
14745,15519,2021-08-23,2021-09-01,DHL
14746,15520,2020-09-10,2020-09-12,UPS
14747,15522,2020-03-16,2020-03-17,DHL
14748,15523,2021-12-17,2021-12-20,FedEx
14749,15524,2022-01-05,2022-01-09,FedEx
14750,15525,2023-12-13,2023-12-18,USPS
14751,15526,2022-12-01,2022-12-10,Canada Post
14752,15527,2024-01-27,2024-02-04,UPS
14753,15528,2020-01-31,2020-02-10,DHL
14754,15529,2020-07-14,2020-07-19,FedEx
14755,15530,2021-06-05,2021-06-14,USPS
14756,15531,2023-08-10,2023-08-19,USPS
14757,15532,2020-11-13,2020-11-22,UPS
14758,15533,2022-06-22,2022-06-25,USPS
14759,15534,2021-09-16,2021-09-18,UPS
14760,15535,2020-05-25,2020-06-01,DHL
14761,15536,2023-09-22,2023-09-29,USPS
14762,15537,2020-09-28,2020-09-29,DHL
14763,15538,2021-08-15,2021-08-20,UPS
14764,15539,2023-06-29,2023-07-04,FedEx
14765,15540,2020-10-10,2020-10-16,FedEx
14766,15541,2024-02-01,2024-02-06,Canada Post
14767,15542,2021-06-30,2021-07-05,USPS
14768,15543,2021-09-04,2021-09-14,FedEx
14769,15544,2020-08-13,2020-08-20,USPS
14770,15545,2023-11-10,2023-11-16,UPS
14771,15546,2024-03-30,2024-04-02,Canada Post
14772,15547,2023-01-06,2023-01-10,USPS
14773,15548,2021-02-21,2021-02-25,USPS
14774,15549,2023-11-28,2023-12-03,Canada Post
14775,15551,2020-08-17,2020-08-24,Canada Post
14776,15552,2021-09-17,2021-09-26,FedEx
14777,15553,2022-12-05,2022-12-14,FedEx
14778,15554,2024-09-28,2024-10-08,DHL
14779,15555,2023-06-24,2023-07-03,FedEx
14780,15556,2021-08-25,2021-08-30,DHL
14781,15557,2020-09-23,2020-09-24,USPS
14782,15558,2024-08-18,2024-08-24,UPS
14783,15559,2022-03-24,2022-03-30,DHL
14784,15560,2020-04-03,2020-04-13,DHL
14785,15561,2022-02-11,2022-02-19,Canada Post
14786,15562,2024-08-12,2024-08-19,USPS
14787,15563,2023-07-17,2023-07-22,FedEx
14788,15564,2021-09-07,2021-09-17,Canada Post
14789,15565,2022-10-16,2022-10-17,FedEx
14790,15566,2020-12-18,2020-12-24,DHL
14791,15567,2024-09-20,2024-09-21,FedEx
14792,15568,2024-12-19,2024-12-20,Canada Post
14793,15569,2024-10-08,2024-10-16,FedEx
